,date,temperature_2m_(°C),relative_humidity_2m_(%),dew_point_2m_(°C),apparent_temperature_(°C),precipitation_(mm),pressure_msl_(hPa),surface_pressure_(hPa),cloud_cover_(%),cloud_cover_low_(%),cloud_cover_mid_(%),cloud_cover_high_(%),wind_speed_10m_(km/h),wind_speed_100m_(km/h),wind_direction_10m(°),wind_direction_100m_(°),temperature_2m_max_(°C),temperature_2m_min_(°C),temperature_2m_mean_(°C),daylight_duration_(s),sunshine_duration_(s),precipitation_hours_(h),shortwave_radiation_sum_(MJ/m²),CO_(μg/m³),NO_(μg/m³),NO2_(μg/m³),O3_(μg/m³),SO2_(μg/m³),PM2_5_(μg/m³),PM10_(μg/m³),NH3_(μg/m³),AirQualityIndex
238,2021-07-23,16.633333333333333,73.16666666666667,11.183333333333332,16.2,0.12083333333333333,1022.5500000000001,791.1416666666668,40.125,15.958333333333334,24.875,13.125,8.683333333333334,13.2875,273.7083333333333,281.1666666666667,22.7,11.5,16.6,47188.920000000006,44400.18,5.0,25.39,935.7141666666666,8.269583333333333,25.33791666666667,103.75625000000001,46.32333333333333,31.77208333333333,36.185,1.3804166666666668,3.2916666666666665
239,2021-07-24,17.033333333333335,70.91666666666667,10.991666666666667,16.879166666666666,0.041666666666666664,1021.4625,790.5708333333333,36.583333333333336,24.166666666666668,22.0,1.7916666666666667,6.741666666666667,11.054166666666667,285.3333333333333,303.9166666666667,23.8,11.9,17.0,47148.03,41914.24,3.0,26.28,693.9975,1.9925,25.250833333333333,92.82625,39.915,29.304999999999996,34.83375,1.2266666666666668,3.7083333333333335
240,2021-07-25,17.208333333333332,73.33333333333333,11.945833333333333,17.395833333333332,0.004166666666666667,1019.0583333333334,788.8375,25.125,2.0833333333333335,24.416666666666668,7.708333333333333,6.570833333333333,9.35,215.625,223.08333333333334,24.3,11.699999999999998,17.2,47106.38,44402.80000000001,1.0,26.38,1128.615,20.43916666666667,32.721250000000005,92.13041666666668,30.35875,46.90208333333334,58.208333333333336,2.339166666666667,3.7083333333333335
241,2021-07-26,17.154166666666665,76.33333333333333,12.6625,17.729166666666668,0.1958333333333333,1017.85,787.875,64.375,14.833333333333334,40.708333333333336,24.708333333333332,4.879166666666666,5.75,197.25,223.41666666666666,22.399999999999995,12.1,17.2,47064.01,41008.86,9.0,24.26,572.0266666666666,2.34125,22.53125,74.43666666666667,32.35041666666667,16.484583333333333,19.412916666666668,0.8137500000000001,2.3333333333333335
242,2021-07-27,17.204166666666666,72.16666666666667,11.295833333333334,17.104166666666668,0.26666666666666666,1018.2166666666667,788.1750000000001,86.58333333333333,34.791666666666664,25.666666666666668,78.45833333333333,6.879166666666666,10.279166666666667,287.7916666666667,275.1666666666667,24.0,13.199999999999998,17.2,47020.9,39600.0,6.0,25.100000000000005,466.4670833333333,0.7754166666666666,23.720416666666665,51.88625,30.905416666666667,15.142083333333334,17.169166666666666,0.5633333333333334,2.125
243,2021-07-28,17.166666666666668,76.875,12.825000000000001,17.25,0.15833333333333335,1018.3041666666667,788.2458333333334,76.70833333333333,33.625,45.5,45.583333333333336,7.0,10.620833333333334,283.0,276.75,22.100000000000005,14.0,17.2,46976.670000000006,35743.04,15.0,20.11,593.5845833333334,3.1012500000000003,30.624583333333334,40.00291666666667,31.025000000000002,12.861666666666666,16.39708333333333,1.63875,1.875
244,2021-07-29,17.5125,76.125,12.612499999999999,17.708333333333332,0.3333333333333333,1017.1541666666667,787.5541666666667,89.58333333333333,33.708333333333336,31.458333333333332,82.95833333333333,7.220833333333334,10.0625,259.0,273.8333333333333,24.0,13.5,17.5,46931.32,37065.61,18.0,23.540000000000003,615.55875,2.214166666666667,28.052916666666665,42.059583333333336,31.4725,12.161666666666667,14.16125,1.0383333333333333,1.8333333333333333
245,2021-07-30,17.570833333333333,69.41666666666667,11.545833333333334,16.7375,0.09583333333333333,1017.7125,788.0500000000001,68.95833333333333,21.625,28.833333333333332,49.833333333333336,10.666666666666666,17.145833333333332,195.75,177.125,23.5,12.4,17.6,46884.91,43579.47,7.0,21.91,488.7191666666667,4.736666666666666,18.190833333333334,25.511666666666667,24.219583333333333,5.085416666666666,6.9175,1.655,1.125
246,2021-07-31,16.808333333333334,78.29166666666667,12.6625,16.954166666666666,0.3541666666666667,1020.35,789.5791666666668,74.58333333333333,41.666666666666664,27.875,51.833333333333336,7.375,10.9375,282.8333333333333,287.375,23.100000000000005,13.0,16.8,46837.49,36950.59,14.0,23.24,740.44875,7.40375,24.853333333333335,54.48,30.493333333333336,18.16625,21.192083333333333,1.0325,2.625
247,2021-08-01,16.349999999999998,80.54166666666667,12.762500000000001,16.729166666666668,0.7916666666666666,1020.6666666666666,789.5041666666666,53.791666666666664,31.5,18.625,29.083333333333332,5.945833333333333,9.154166666666667,245.41666666666666,253.95833333333334,22.0,12.5,16.3,46789.11000000001,42926.22,16.0,23.320000000000004,627.6583333333333,4.93375,24.95958333333333,50.36416666666667,29.692916666666665,14.737499999999999,18.508333333333333,1.3504166666666666,2.125
248,2021-08-02,17.1375,76.875,12.741666666666667,17.933333333333334,0.30416666666666664,1020.0291666666667,789.5333333333333,71.29166666666667,11.75,40.708333333333336,60.75,3.8874999999999997,5.395833333333333,215.33333333333334,173.625,22.600000000000005,13.4,17.1,46739.84,38769.55,13.0,24.87,1417.4775,5.8775,44.87625,98.5225,57.41958333333333,49.23458333333334,55.5625,1.18,4.041666666666667
249,2021-08-03,16.633333333333333,80.25,13.020833333333334,16.966666666666665,0.7541666666666668,1019.1333333333333,788.5208333333334,96.125,17.958333333333332,50.541666666666664,94.75,5.804166666666667,6.6625000000000005,192.66666666666666,183.08333333333334,21.2,13.199999999999998,16.6,46689.72,22113.37,12.0,18.32,1707.3154166666666,6.763750000000001,54.93625,59.04125,78.7975,63.135,69.29958333333333,0.9241666666666667,4.666666666666667
250,2021-08-04,17.1375,77.16666666666667,12.820833333333333,17.7,0.36250000000000004,1017.8000000000001,787.8291666666668,81.95833333333333,20.583333333333332,38.833333333333336,78.375,4.55,5.729166666666667,203.625,185.04166666666666,22.100000000000005,13.300000000000002,17.1,46638.81,32504.400000000005,15.0,21.850000000000005,1425.8237499999998,5.651666666666667,52.42333333333334,38.05458333333333,70.83125,46.03541666666666,49.7925,0.39375,3.9166666666666665
251,2021-08-05,16.991666666666667,80.625,13.387500000000001,17.5625,0.5583333333333333,1018.7458333333334,788.4708333333333,97.70833333333333,44.541666666666664,36.375,96.58333333333333,5.075,7.9125000000000005,282.6666666666667,303.2083333333333,22.0,13.6,17.0,46587.170000000006,33187.33,20.0,19.75,974.0991666666667,5.399583333333333,35.95916666666667,34.17791666666667,49.33375,23.968333333333334,26.854166666666668,0.9120833333333334,2.9583333333333335
252,2021-08-06,17.4875,76.95833333333333,13.0875,17.870833333333334,0.37916666666666665,1018.7208333333333,788.775,91.75,29.541666666666668,39.75,85.125,6.8500000000000005,9.95,249.29166666666666,244.45833333333334,21.899999999999995,13.9,17.5,46534.84,33560.85,13.0,22.320000000000004,882.5858333333334,5.015,29.127916666666668,72.65666666666667,47.36625,27.071250000000003,29.912916666666664,0.86875,2.9583333333333335
253,2021-08-07,16.941666666666666,81.625,13.575000000000001,17.708333333333332,0.9625,1018.625,788.3333333333334,65.45833333333333,37.708333333333336,32.625,39.458333333333336,5.141666666666667,7.279166666666668,239.04166666666666,241.91666666666666,21.899999999999995,13.6,16.9,46481.87,40469.11,21.0,23.05,1073.6783333333333,2.5729166666666665,30.51375,106.65208333333334,49.72,36.888333333333335,40.314166666666665,0.7058333333333334,4.0
254,2021-08-08,16.8125,80.54166666666667,13.270833333333334,17.183333333333334,0.7875,1017.9083333333333,787.6999999999999,65.25,24.875,33.75,49.291666666666664,6.595833333333334,10.391666666666667,271.75,296.125,21.1,13.199999999999998,16.8,46428.32,39044.62,16.0,20.79,714.3016666666666,3.6654166666666668,23.741249999999997,58.98583333333334,34.21375,17.627916666666668,20.502083333333335,1.1220833333333333,2.1666666666666665
255,2021-08-09,16.795833333333334,79.125,12.762500000000001,17.358333333333334,0.2125,1018.4083333333333,788.0708333333333,79.75,33.041666666666664,28.458333333333332,68.95833333333333,5.05,6.5874999999999995,245.125,246.5,23.3,12.6,16.8,46374.23,39591.11,9.0,23.98,1136.2641666666666,7.601666666666667,29.95375,78.02499999999999,50.78333333333333,30.272499999999997,33.7175,0.77625,3.1666666666666665
256,2021-08-10,17.391666666666666,72.625,11.612499999999999,17.558333333333334,0.1708333333333333,1018.7291666666666,788.7083333333334,49.375,19.125,29.208333333333332,19.5,5.295833333333333,7.766666666666667,236.125,235.66666666666666,23.8,11.9,17.4,46319.66,40673.47,10.0,24.26,859.7779166666666,3.0537499999999995,31.909583333333334,78.81625,42.29,23.847083333333334,27.22875,1.33,3.4166666666666665
257,2021-08-11,16.216666666666665,78.41666666666667,12.158333333333333,16.475,0.3041666666666667,1019.6625,788.6333333333333,45.958333333333336,28.75,22.708333333333332,17.375,5.320833333333334,7.991666666666667,278.2083333333333,246.95833333333334,20.9,11.1,16.2,46264.65,42891.05,13.0,23.24,1112.065,16.780833333333334,33.224583333333335,73.58208333333333,42.160833333333336,30.45875,36.67,2.1941666666666664,3.6666666666666665
258,2021-08-12,16.691666666666666,73.41666666666667,11.25,16.925,0.2333333333333333,1019.4666666666667,788.8041666666667,55.833333333333336,30.708333333333332,25.041666666666668,32.166666666666664,4.541666666666667,7.416666666666667,256.4583333333333,247.83333333333334,23.100000000000005,12.4,16.7,46209.25,39979.61,15.0,25.26,878.9704166666667,3.8529166666666668,35.282916666666665,80.97666666666667,42.78625,25.35625,30.295,1.34375,3.2916666666666665
259,2021-08-13,16.775000000000002,76.25,12.170833333333334,16.920833333333334,0.15416666666666667,1020.3125,789.5208333333334,77.16666666666667,33.958333333333336,34.375,63.833333333333336,6.420833333333333,10.329166666666667,267.875,278.5,22.3,13.199999999999998,16.8,46153.5,38665.05,13.0,22.63,792.4633333333333,15.372916666666667,28.996666666666666,47.48083333333333,32.166666666666664,18.337083333333332,23.402916666666666,1.89625,2.4166666666666665
260,2021-08-14,16.775000000000002,80.66666666666667,13.179166666666667,17.295833333333334,0.8583333333333333,1021.0416666666666,790.0875,82.54166666666667,38.25,33.416666666666664,72.625,6.066666666666666,9.424999999999999,242.75,252.20833333333334,22.399999999999995,13.6,16.8,46097.46,32565.45,18.0,21.52,493.0308333333333,2.475,21.97083333333333,41.00208333333333,26.32625,10.339166666666666,12.02875,0.7949999999999999,1.5
261,2021-08-15,17.604166666666668,71.91666666666667,11.804166666666667,17.587500000000002,0.20833333333333334,1018.7541666666666,788.8791666666666,55.75,13.5,22.083333333333332,50.916666666666664,8.170833333333333,13.120833333333332,312.375,325.9583333333333,24.100000000000005,13.6,17.6,46041.16,40079.34,8.0,27.12,316.125,0.9295833333333333,11.405000000000001,46.7825,13.2975,4.37625,5.514583333333333,0.8266666666666667,1.25
262,2021-08-16,17.979166666666668,69.20833333333333,11.5625,17.604166666666668,0.05833333333333334,1015.8625000000001,786.8666666666667,68.25,41.541666666666664,28.875,30.5,8.516666666666667,13.954166666666666,295.2083333333333,290.2083333333333,23.5,13.6,18.0,45984.57,42335.64,10.0,22.97,418.9025,2.1254166666666667,19.87875,43.595,26.196250000000003,8.223333333333334,10.152083333333334,0.9879166666666667,1.4166666666666667
263,2021-08-17,17.1125,80.95833333333333,13.637500000000001,17.720833333333335,0.49583333333333335,1016.375,786.7083333333334,72.70833333333333,25.625,24.916666666666668,58.333333333333336,5.908333333333334,9.104166666666666,195.58333333333334,246.25,21.899999999999995,13.699999999999998,17.1,45927.29,37890.39,19.0,22.08,993.7091666666666,9.769166666666667,36.30833333333333,45.09833333333333,61.165,27.78708333333333,32.084583333333335,0.8341666666666666,3.0833333333333335
264,2021-08-18,17.404166666666665,80.125,13.504166666666668,18.120833333333334,0.12916666666666668,1017.4499999999999,787.7375000000001,73.125,27.041666666666668,16.458333333333332,50.75,5.208333333333333,5.779166666666666,159.45833333333334,186.91666666666666,23.2,13.300000000000002,17.4,45869.27,32362.33,12.0,21.59,1498.1433333333334,1.3416666666666666,44.805,107.40875,64.4725,59.809583333333336,66.28833333333334,0.4383333333333333,4.833333333333333
265,2021-08-19,18.758333333333333,71.08333333333333,12.5375,18.908333333333335,0.14583333333333334,1016.8916666666668,788.2041666666668,57.5,19.0,29.791666666666668,35.416666666666664,7.320833333333333,11.420833333333334,218.58333333333334,213.625,25.3,14.199999999999998,18.8,45810.579999999994,42307.02,13.0,24.320000000000004,913.1833333333334,3.704166666666667,25.683333333333334,83.11541666666666,45.880833333333335,25.699166666666667,30.139166666666668,1.0466666666666666,3.125
266,2021-08-20,17.079166666666666,68.83333333333333,10.620833333333334,15.875,0.025000000000000005,1015.0458333333332,785.6333333333333,64.41666666666667,12.5,18.625,53.625,11.929166666666667,18.8875,253.08333333333334,243.375,23.2,11.5,17.1,45751.26,41981.4,5.0,23.459999999999997,454.78416666666664,2.129583333333333,22.889583333333334,30.33083333333333,26.530416666666667,8.83375,11.64,1.23,1.3333333333333333
267,2021-08-21,15.745833333333332,76.33333333333333,11.433333333333332,14.604166666666666,1.6833333333333333,1011.7875,782.2333333333332,99.79166666666667,40.25,80.16666666666667,95.33333333333333,11.4,17.537499999999998,224.41666666666666,238.45833333333334,19.6,12.9,15.699999999999998,45691.37,10800.0,17.0,10.56,331.0054166666667,0.9458333333333333,11.562916666666666,22.519166666666667,16.41208333333333,3.5866666666666664,4.860416666666667,0.6016666666666667,1.0
268,2021-08-22,16.474999999999998,79.25,12.612499999999999,16.795833333333334,0.06666666666666667,1014.5916666666667,784.8958333333334,83.375,16.625,35.708333333333336,77.08333333333333,5.833333333333333,8.345833333333333,257.375,263.9166666666667,20.8,13.300000000000002,16.5,45630.94,33346.16,8.0,21.55,794.6887499999999,2.35125,33.23,24.02333333333333,34.62083333333333,14.59625,16.935416666666665,1.3029166666666667,2.0416666666666665
269,2021-08-23,16.058333333333334,74.125,10.875,15.654166666666667,0.26666666666666666,1016.8041666666667,786.3083333333334,36.875,17.125,26.375,9.875,7.620833333333334,11.987499999999999,241.29166666666666,206.625,22.3,11.5,16.1,45570.04,40229.85,7.0,24.2,518.0641666666667,2.55375,18.7025,51.25958333333333,26.40416666666667,9.707083333333333,11.551250000000001,1.2762499999999999,1.5416666666666667
270,2021-08-24,16.258333333333333,75.58333333333333,11.737499999999999,15.529166666666667,0.12083333333333333,1016.9291666666667,786.5625,85.875,39.875,44.458333333333336,68.20833333333333,9.470833333333333,15.1625,299.7916666666667,312.75,21.5,12.699999999999998,16.3,45508.69999999999,32457.56,8.0,16.62,399.1525,1.3074999999999999,18.04375,32.55583333333333,19.734583333333333,3.88625,5.31,1.3074999999999999,1.0
271,2021-08-25,17.083333333333332,72.79166666666667,11.558333333333332,16.054166666666667,0.049999999999999996,1016.0875,786.4583333333334,70.70833333333333,14.5,35.833333333333336,47.333333333333336,12.170833333333334,19.716666666666665,215.5,198.75,23.3,12.5,17.1,45446.98,37645.03,6.0,21.850000000000005,421.40708333333333,1.4529166666666666,16.319166666666668,39.999583333333334,18.462500000000002,4.897083333333334,6.09375,1.0495833333333333,1.1666666666666667
272,2021-08-26,16.233333333333334,71.20833333333333,10.558333333333334,15.145833333333334,0.020833333333333332,1016.2916666666666,786.0333333333333,51.083333333333336,27.875,27.875,13.416666666666666,11.391666666666666,18.020833333333332,244.95833333333334,225.29166666666666,22.2,12.199999999999998,16.2,45384.920000000006,41994.72,4.0,23.3,412.5025,1.0154166666666666,14.505416666666667,55.57541666666666,18.209166666666665,6.795833333333333,8.212083333333334,1.1954166666666668,1.4583333333333333
273,2021-08-27,15.195833333333333,76.375,10.783333333333333,14.3125,0.075,1015.9958333333334,785.1083333333332,74.875,20.583333333333332,51.75,57.416666666666664,7.729166666666667,11.924999999999999,201.70833333333334,221.70833333333334,19.8,11.5,15.199999999999998,45322.56,20340.65,4.0,13.82,746.5695833333333,9.582083333333333,25.87625,47.477916666666665,33.08083333333334,14.562083333333334,19.09375,1.9670833333333333,2.0
274,2021-08-28,15.545833333333334,78.41666666666667,11.691666666666668,15.304166666666667,0.24583333333333335,1016.8458333333333,786.0166666666668,97.25,16.416666666666668,66.20833333333333,95.0,5.891666666666667,9.554166666666667,148.66666666666666,139.83333333333334,20.0,12.6,15.5,45259.96,10822.7,13.0,12.76,807.4858333333333,5.5683333333333325,29.760416666666668,20.361666666666668,36.93416666666667,10.164583333333333,14.666666666666666,1.57125,1.4583333333333333
275,2021-08-29,15.783333333333333,78.125,11.799999999999999,15.575000000000001,0.2125,1017.3333333333334,786.5375,95.625,4.666666666666667,47.291666666666664,95.625,5.170833333333333,7.166666666666667,180.5,141.25,19.8,11.0,15.800000000000002,45197.13999999999,2987.06,6.0,11.979999999999999,1309.55375,36.02375,31.902916666666666,22.8625,30.473333333333333,27.73375,40.4575,2.59375,3.1666666666666665
276,2021-08-30,16.608333333333334,82.66666666666667,13.483333333333334,17.433333333333334,0.17500000000000002,1016.275,786.2833333333333,93.875,5.75,57.208333333333336,91.79166666666667,3.579166666666667,4.545833333333333,149.91666666666666,137.29166666666666,21.0,13.4,16.6,45134.170000000006,33251.76,12.0,18.88,1233.06125,17.854166666666668,37.043749999999996,37.69625,45.30916666666667,28.108333333333334,34.13333333333333,1.4241666666666666,3.1666666666666665
277,2021-08-31,16.366666666666667,81.54166666666667,13.0375,16.808333333333334,0.4583333333333333,1014.3666666666667,784.6458333333334,74.0,15.5,60.0,58.708333333333336,5.058333333333334,6.095833333333334,167.33333333333334,160.20833333333334,20.5,12.9,16.4,45071.07,35359.58,13.0,19.38,1555.4437500000001,24.484583333333333,41.38458333333333,47.59,54.11083333333334,43.59041666666667,50.911249999999995,1.3541666666666667,4.125
278,2021-09-01,16.1125,82.5,13.041666666666666,16.541666666666668,0.4083333333333334,1014.4833333333332,784.5791666666668,93.91666666666667,12.791666666666666,89.75,67.66666666666667,4.141666666666667,5.4624999999999995,153.16666666666666,159.79166666666666,19.6,13.699999999999998,16.1,45007.9,29412.5,18.0,15.550000000000002,1338.7616666666665,8.352916666666667,43.62625,41.57125,60.787083333333335,39.793749999999996,44.3675,0.6991666666666667,3.9166666666666665
279,2021-09-02,16.020833333333332,83.54166666666667,13.095833333333333,16.575,1.1958333333333333,1015.4416666666666,785.25,96.91666666666667,19.333333333333332,85.41666666666667,87.04166666666667,3.658333333333333,4.645833333333333,177.375,177.66666666666666,20.4,13.9,16.0,44944.69999999999,20282.22,23.0,14.18,1432.49875,7.18625,53.79416666666666,28.746666666666666,62.16833333333333,36.87583333333333,41.14041666666667,0.8208333333333333,3.8333333333333335
280,2021-09-03,16.208333333333332,79.16666666666667,12.441666666666668,16.658333333333335,0.8625000000000002,1016.0583333333334,785.8541666666666,87.5,8.0,70.25,79.33333333333333,4.195833333333334,5.254166666666666,219.33333333333334,189.29166666666666,20.6,13.4,16.2,44881.49,27417.67,19.0,19.75,1582.14625,7.9925,54.60833333333333,43.44541666666667,68.54583333333333,42.80791666666667,47.260416666666664,0.6179166666666667,4.25
281,2021-09-04,17.1375,76.70833333333333,12.549999999999999,17.366666666666667,1.3416666666666668,1015.8041666666667,786.275,74.25,32.166666666666664,54.458333333333336,60.75,7.083333333333333,10.654166666666667,261.3333333333333,258.5833333333333,22.7,14.1,17.1,44818.34,36000.0,14.0,23.08,829.18,2.8433333333333333,32.87291666666666,37.5225,38.475833333333334,19.157083333333333,21.667083333333334,0.9583333333333334,2.375
282,2021-09-05,16.9875,80.375,13.383333333333333,17.587500000000002,0.20416666666666664,1016.3916666666668,786.6291666666666,86.25,28.541666666666668,34.875,81.41666666666667,5.595833333333334,8.720833333333333,259.2083333333333,270.0,21.7,14.1,17.0,44755.19,38202.81,11.0,21.790000000000003,892.8779166666667,7.229583333333333,29.05125,47.20041666666666,37.07958333333333,19.05875,22.114166666666666,1.36625,2.375
283,2021-09-06,16.033333333333335,82.66666666666667,12.975,16.370833333333334,0.6958333333333333,1018.5375,787.6583333333333,97.83333333333333,34.916666666666664,89.08333333333333,86.16666666666667,4.6875,5.766666666666667,199.54166666666666,202.79166666666666,19.7,13.800000000000002,16.0,44691.62,16783.1,22.0,13.17,941.8325,7.714166666666666,36.62166666666666,14.945416666666667,44.77375,20.201249999999998,24.02,1.14125,2.75
284,2021-09-07,16.0125,82.20833333333333,12.895833333333334,16.316666666666666,2.4791666666666665,1017.75,787.0416666666666,97.83333333333333,30.625,77.5,93.83333333333333,5.8500000000000005,8.170833333333333,195.54166666666666,203.20833333333334,20.0,13.300000000000002,16.0,44627.61000000001,23351.13,20.0,17.4,693.4416666666666,5.138333333333333,31.817083333333333,21.23375,57.34,28.041666666666668,30.655833333333334,0.047499999999999994,3.1666666666666665
285,2021-09-08,15.933333333333332,77.70833333333333,11.845833333333333,16.320833333333333,0.5625,1017.2791666666667,786.6041666666666,78.25,27.958333333333332,49.583333333333336,61.333333333333336,3.2624999999999997,4.329166666666667,190.41666666666666,176.16666666666666,21.0,12.1,15.9,44563.18,36431.34,13.0,21.18,869.0954166666667,1.7645833333333334,40.61416666666667,75.47,49.22416666666667,25.666666666666668,29.114166666666666,0.5333333333333333,3.4583333333333335
286,2021-09-09,16.945833333333333,75.29166666666667,12.095833333333333,16.333333333333332,0.3458333333333334,1017.1125000000001,787.1708333333332,84.875,39.416666666666664,53.666666666666664,59.833333333333336,10.220833333333333,15.6,275.2916666666667,237.25,22.2,13.300000000000002,16.9,44498.4,36203.44,18.0,20.38,385.6620833333333,0.5933333333333334,17.626250000000002,53.086666666666666,19.108333333333334,6.488333333333333,7.800833333333333,0.7516666666666666,1.3333333333333333
287,2021-09-10,16.454166666666666,73.66666666666667,11.370833333333332,15.129166666666668,0.012500000000000002,1018.2083333333334,787.6750000000001,90.375,43.875,49.333333333333336,78.70833333333333,12.941666666666668,19.683333333333334,310.4583333333333,275.5833333333333,20.5,13.4,16.5,44433.30000000001,39822.19,3.0,18.45,370.92,0.5766666666666667,14.767083333333334,61.25958333333333,16.232916666666664,4.097916666666666,5.257916666666667,0.9058333333333333,1.2916666666666667
288,2021-09-11,15.737499999999999,72.5,10.325000000000001,14.454166666666666,0.04583333333333334,1018.1374999999999,787.1166666666667,60.166666666666664,30.458333333333332,45.833333333333336,14.416666666666666,10.804166666666667,16.945833333333333,222.95833333333334,171.83333333333334,21.2,10.9,15.699999999999998,44367.920000000006,39729.15,6.0,19.98,347.27708333333334,0.6858333333333334,12.270000000000001,67.41333333333334,15.095416666666667,3.7616666666666667,4.883333333333334,0.7599999999999999,1.0833333333333333
289,2021-09-12,15.954166666666666,77.375,11.729166666666666,15.120833333333332,0.09166666666666667,1017.3916666666668,786.7083333333334,91.91666666666667,38.25,39.416666666666664,88.41666666666667,10.4625,16.0,257.3333333333333,241.04166666666666,21.3,13.0,16.0,44302.31,33424.43,12.0,17.4,358.40333333333336,0.9704166666666666,12.888333333333334,31.5575,14.340416666666668,3.811666666666667,4.724583333333333,0.6687500000000001,1.0
290,2021-09-13,16.5125,77.91666666666667,12.429166666666667,15.958333333333334,0.48750000000000004,1017.4291666666667,787.125,95.875,49.708333333333336,72.83333333333333,90.75,10.683333333333332,15.825000000000001,218.29166666666666,181.95833333333334,21.5,13.9,16.5,44236.52,32513.69,12.0,19.39,519.8725000000001,4.15,16.372916666666665,26.45958333333333,23.762916666666666,7.090416666666666,9.22,0.815,1.375
291,2021-09-14,16.454166666666666,79.0,12.5875,16.208333333333332,0.10833333333333332,1016.5500000000001,786.3874999999999,68.20833333333333,17.708333333333332,37.875,46.458333333333336,9.375,15.491666666666667,116.33333333333333,115.70833333333333,22.2,12.1,16.4,44170.57,38687.05,4.0,21.76,952.9595833333333,19.449166666666667,24.392916666666665,27.325,33.32875,15.96,22.664166666666663,2.2904166666666668,2.125
292,2021-09-15,17.195833333333333,81.0,13.6875,17.974999999999998,0.17500000000000002,1014.7916666666666,785.5333333333333,82.25,16.916666666666668,18.625,76.54166666666667,4.945833333333334,6.991666666666667,113.66666666666667,159.70833333333334,22.2,13.199999999999998,17.2,44104.52,38580.12,5.0,21.649999999999995,1654.4658333333334,23.121666666666666,56.877916666666664,34.528333333333336,70.96041666666666,46.45541666666667,57.17250000000001,1.32625,4.291666666666667
293,2021-09-16,17.754166666666666,79.95833333333333,14.016666666666666,18.758333333333333,0.19583333333333333,1014.8291666666668,785.9416666666666,79.45833333333333,20.166666666666668,15.666666666666666,74.875,4.454166666666667,6.129166666666666,183.20833333333334,183.41666666666666,22.0,14.0,17.7,44038.41,39137.63,5.0,22.679999999999996,1430.27375,5.789583333333333,58.149166666666666,36.28791666666667,77.46625,54.24458333333334,59.06625,0.19458333333333333,4.375
294,2021-09-17,17.208333333333332,83.75,14.279166666666667,18.0125,1.05,1017.3916666666668,787.5625,83.91666666666667,28.958333333333332,26.208333333333332,71.54166666666667,6.116666666666667,8.395833333333334,204.08333333333334,176.95833333333334,21.899999999999995,13.5,17.2,43972.26,28974.52,14.0,19.07,2007.1666666666667,15.580833333333333,70.85916666666667,59.63291666666667,83.28750000000001,67.17916666666666,74.43416666666667,0.42375,4.666666666666667
295,2021-09-18,17.1125,78.875,13.120833333333332,17.5625,0.7875,1018.0208333333334,787.9791666666666,84.66666666666667,37.625,56.0,77.0,5.6625000000000005,8.608333333333333,224.16666666666666,231.375,21.5,14.199999999999998,17.1,43906.13999999999,36000.0,19.0,20.64,751.1579166666667,1.3399999999999999,27.09,61.106249999999996,33.229166666666664,19.799583333333334,21.807083333333335,0.5633333333333334,2.4583333333333335
296,2021-09-19,16.037499999999998,81.29166666666667,12.704166666666666,16.254166666666666,0.7833333333333333,1018.2624999999999,787.4458333333333,89.75,45.791666666666664,75.20833333333333,79.54166666666667,5.8875,8.554166666666667,202.875,191.875,20.0,13.800000000000002,16.0,43840.07,25600.88,19.0,16.76,863.6729166666668,2.2158333333333333,27.612083333333334,71.25291666666666,39.36875,23.111666666666665,25.429166666666664,0.5925,2.75
297,2021-09-20,16.445833333333333,80.08333333333333,12.708333333333334,16.958333333333332,1.1875,1018.2208333333333,787.6708333333332,64.16666666666667,32.0,49.875,48.75,4.795833333333333,7.020833333333333,240.04166666666666,240.625,21.5,12.4,16.4,43774.11000000001,36132.87,14.0,22.540000000000003,1006.9216666666666,4.664583333333334,32.61708333333333,85.40416666666665,59.784166666666664,39.87833333333334,43.40083333333333,0.3325,4.041666666666667
298,2021-09-21,17.741666666666667,72.5,12.0375,17.900000000000002,0.16666666666666666,1018.2333333333332,788.5500000000001,66.54166666666667,45.958333333333336,20.458333333333332,41.958333333333336,6.0625,8.762500000000001,230.75,216.83333333333334,24.5,14.1,17.7,43708.28,38904.1,14.0,22.81,1015.8216666666667,1.24875,33.487500000000004,94.07833333333333,43.87875,45.92916666666667,52.331250000000004,0.9674999999999999,3.9166666666666665
299,2021-09-22,16.591666666666665,74.45833333333333,11.429166666666667,15.6,0.25833333333333336,1020.3291666666668,789.3958333333334,51.916666666666664,9.583333333333334,21.583333333333332,40.5,12.129166666666668,18.316666666666666,194.625,220.83333333333334,22.100000000000005,11.5,16.6,43642.63,39800.57,10.0,23.24,428.9166666666667,1.5820833333333333,16.219583333333333,48.86875,18.750833333333333,6.15625,7.605416666666667,1.0679166666666666,1.2083333333333333
300,2021-09-23,14.816666666666668,76.95833333333333,10.470833333333333,13.9,0.049999999999999996,1020.1791666666667,788.0708333333333,43.916666666666664,26.958333333333332,26.666666666666668,11.625,9.008333333333333,15.0875,246.66666666666666,197.625,21.1,10.0,14.800000000000002,43577.21,34383.79,7.0,18.43,1042.2458333333332,40.30416666666667,22.359583333333333,29.45875,25.829583333333332,23.985,33.69625,3.265,2.25
