,date,temperature_2m_(°C),relative_humidity_2m_(%),dew_point_2m_(°C),apparent_temperature_(°C),precipitation_(mm),pressure_msl_(hPa),surface_pressure_(hPa),cloud_cover_(%),cloud_cover_low_(%),cloud_cover_mid_(%),cloud_cover_high_(%),wind_speed_10m_(km/h),wind_speed_100m_(km/h),wind_direction_10m(°),wind_direction_100m_(°),temperature_2m_max_(°C),temperature_2m_min_(°C),temperature_2m_mean_(°C),daylight_duration_(s),sunshine_duration_(s),precipitation_hours_(h),shortwave_radiation_sum_(MJ/m²),CO_(μg/m³),NO_(μg/m³),NO2_(μg/m³),O3_(μg/m³),SO2_(μg/m³),PM2_5_(μg/m³),PM10_(μg/m³),NH3_(μg/m³),AirQualityIndex
10,2020-12-07,14.816666666666668,63.791666666666664,7.533333333333334,13.166666666666666,0.020833333333333332,1019.0375,787.1958333333333,53.166666666666664,21.333333333333332,21.875,32.291666666666664,7.695833333333333,10.729166666666666,262.6666666666667,274.7916666666667,19.5,9.6,14.800000000000002,39595.55,35736.68,3.0,15.18,563.9595833333334,2.0904166666666666,26.4825,44.88,45.33416666666667,15.503333333333332,19.285833333333333,1.0766666666666667,2.2083333333333335
11,2020-12-08,13.304166666666667,70.5,7.125,11.508333333333333,0.0,1021.8666666666667,788.3041666666667,41.083333333333336,16.958333333333332,17.958333333333332,16.75,8.549999999999999,11.445833333333333,209.91666666666666,234.70833333333334,21.3,7.3,13.300000000000002,39574.9,36757.5,0.0,16.47,974.0991666666667,11.050833333333335,42.69166666666666,44.602916666666665,59.53541666666666,35.39125,41.34291666666667,0.7895833333333333,3.5416666666666665
12,2020-12-09,14.775,58.625,5.7,12.866666666666667,0.0,1022.2791666666667,789.6374999999999,53.625,7.708333333333333,39.791666666666664,37.541666666666664,7.045833333333333,10.6,270.5416666666667,286.7916666666667,22.0,8.4,14.800000000000002,39555.63,33222.1,0.0,16.99,535.8666666666667,1.96125,26.743750000000002,63.34458333333333,50.2575,22.068749999999998,24.947083333333335,0.27,2.9166666666666665
13,2020-12-10,15.9125,49.791666666666664,4.583333333333333,13.725,0.0,1018.8333333333334,787.7541666666666,28.416666666666668,1.4583333333333333,17.208333333333332,15.208333333333334,7.241666666666667,9.079166666666667,204.75,190.0,23.600000000000005,9.4,15.9,39537.78,34591.81,0.0,17.31,1371.5829166666665,23.982083333333335,40.67041666666667,104.2625,63.8975,58.71416666666667,70.60166666666667,4.182083333333334,3.75
14,2020-12-11,17.4875,50.083333333333336,6.220833333333334,15.895833333333334,0.0,1015.9333333333334,786.6083333333332,40.791666666666664,2.3333333333333335,29.166666666666668,16.583333333333332,5.920833333333333,8.041666666666666,167.45833333333334,146.33333333333334,24.2,12.4,17.5,39521.37,36340.41,0.0,18.54,1114.29,5.03,39.61708333333333,77.07666666666667,41.12833333333334,45.451249999999995,57.4975,3.1283333333333334,4.333333333333333
15,2020-12-12,16.400000000000002,58.75,7.216666666666666,15.116666666666667,0.020833333333333332,1015.9708333333333,785.8791666666666,42.25,2.7916666666666665,22.041666666666668,24.958333333333332,5.05,6.245833333333334,172.5,173.20833333333334,22.899999999999995,9.9,16.4,39506.45,36678.5,1.0,17.28,1407.18625,29.045833333333334,42.141666666666666,40.99458333333333,33.6875,40.08833333333333,54.39208333333334,3.9416666666666664,3.7083333333333335
16,2020-12-13,15.854166666666666,51.333333333333336,4.25,13.616666666666667,0.0,1016.0666666666666,785.5458333333332,47.75,0.0,4.041666666666667,45.916666666666664,7.816666666666666,8.666666666666666,180.25,138.75,24.899999999999995,7.2,15.9,39493.04,36662.99,0.0,19.3,993.5704166666666,24.07875,27.22083333333333,47.42958333333333,20.16208333333333,28.131666666666664,42.81041666666667,4.602083333333334,3.375
17,2020-12-14,16.295833333333334,54.333333333333336,6.266666666666667,14.216666666666667,0.0,1018.3583333333332,787.6750000000001,25.625,5.833333333333333,18.291666666666668,5.083333333333333,9.066666666666666,13.25,234.08333333333334,215.54166666666666,23.100000000000005,10.699999999999998,16.3,39481.19,36649.28,0.0,17.76,921.6670833333334,10.334166666666667,34.81541666666667,69.30166666666666,30.413749999999997,28.745833333333334,38.14208333333333,4.265833333333333,3.0833333333333335
18,2020-12-15,15.329166666666666,51.833333333333336,3.6999999999999997,13.15,0.0,1016.4125,785.4708333333333,11.875,0.08333333333333333,10.083333333333334,5.458333333333333,6.779166666666666,8.808333333333334,193.83333333333334,162.20833333333334,24.8,6.8,15.300000000000002,39470.91,36637.38,0.0,19.25,1075.0695833333332,20.628333333333334,37.059999999999995,44.40958333333333,24.393333333333334,34.499583333333334,50.4475,5.335833333333333,3.5
19,2020-12-16,15.4375,54.541666666666664,5.4875,13.525,0.0,1015.3541666666666,784.7583333333333,67.125,6.75,21.083333333333332,63.583333333333336,6.291666666666667,7.5625,215.41666666666666,194.91666666666666,22.0,10.6,15.4,39462.26,36627.35,0.0,16.09,1314.2825,32.00333333333334,40.462916666666665,28.04375,42.01208333333333,38.96583333333333,56.56125,5.3625,3.8333333333333335
20,2020-12-17,14.495833333333332,59.625,5.420833333333333,12.541666666666666,0.0,1017.5833333333334,785.8125,44.416666666666664,0.041666666666666664,9.875,42.083333333333336,7.033333333333334,7.3875,211.83333333333334,157.66666666666666,22.2,7.7,14.5,39455.25,36619.21,0.0,17.94,1503.70625,27.256249999999998,47.8675,67.545,42.249583333333334,54.70250000000001,74.30458333333333,4.704166666666667,4.458333333333333
21,2020-12-18,14.545833333333334,60.375,5.716666666666666,12.775,0.004166666666666667,1019.8708333333334,787.6041666666666,13.75,0.6666666666666666,9.375,5.375,6.2250000000000005,9.091666666666667,213.79166666666666,153.75,22.7,7.2,14.5,39449.93,36613.0,1.0,17.82,1791.3191666666664,34.61625,54.31125,85.03833333333334,47.509166666666665,67.46916666666667,88.22791666666666,5.515416666666667,4.708333333333333
22,2020-12-19,16.020833333333332,56.333333333333336,6.166666666666667,14.65,0.0,1018.8458333333333,787.85,25.541666666666668,3.4583333333333335,20.125,5.125,4.3999999999999995,5.3125,232.70833333333334,223.91666666666666,23.100000000000005,10.3,16.0,39446.3,36608.56,0.0,18.15,1197.3187500000001,21.733333333333334,42.763749999999995,53.96541666666667,31.1575,40.085,57.24125,4.41,3.875
23,2020-12-20,15.870833333333332,56.333333333333336,6.0249999999999995,13.950000000000001,0.0,1018.1416666666668,787.2041666666668,40.666666666666664,1.5833333333333333,17.916666666666668,27.375,7.466666666666666,11.9625,238.29166666666666,239.83333333333334,22.2,9.5,15.9,39444.32,36184.75,0.0,16.85,688.43375,1.9275,28.02208333333333,83.69291666666668,54.71666666666667,32.388333333333335,36.76958333333334,1.095,3.5
24,2020-12-21,14.966666666666667,65.29166666666667,7.220833333333334,13.333333333333334,0.004166666666666667,1019.1708333333332,787.3666666666667,38.958333333333336,11.833333333333334,19.5,16.458333333333332,7.579166666666667,10.354166666666666,216.75,227.91666666666666,21.7,9.1,15.0,39443.95,36336.89,1.0,17.13,1060.46625,11.170833333333334,38.775,81.34875000000001,60.13125,39.7425,46.4125,1.2079166666666667,3.7083333333333335
25,2020-12-22,16.150000000000002,63.416666666666664,7.7,15.174999999999999,0.004166666666666667,1019.4,788.3541666666666,37.75,10.416666666666666,28.041666666666668,1.75,4.3,6.041666666666667,230.375,184.375,23.5,9.5,16.1,39445.18,36267.06,1.0,17.31,1051.9833333333333,11.859583333333333,36.06166666666667,75.60416666666667,45.7075,41.7325,52.713750000000005,2.3216666666666668,4.125
26,2020-12-23,16.229166666666668,53.333333333333336,5.241666666666666,14.6,0.0,1017.8833333333333,787.2333333333332,28.833333333333332,1.3333333333333333,10.375,28.333333333333332,4.920833333333333,6.4750000000000005,214.29166666666666,187.41666666666666,23.7,8.1,16.2,39447.99,36016.02,0.0,18.69,1521.2295833333335,30.131666666666664,45.76541666666666,88.04916666666666,44.47625,68.30875,87.19583333333333,5.550416666666667,4.625
27,2020-12-24,15.804166666666667,54.166666666666664,5.058333333333334,14.041666666666666,0.0,1017.8625000000001,786.9333333333334,1.3333333333333333,0.20833333333333334,1.5416666666666667,0.0,6.083333333333333,8.049999999999999,219.25,151.75,23.0,8.0,15.800000000000002,39452.38,36612.21,0.0,19.74,2039.7116666666668,56.4675,57.72875,64.57625,46.08416666666667,72.33916666666667,101.34166666666665,11.3725,4.666666666666667
28,2020-12-25,10.904166666666667,69.08333333333333,4.179166666666666,8.566666666666666,0.0,1022.7791666666667,787.2583333333333,28.0,24.291666666666668,4.0,3.1666666666666665,7.916666666666667,11.529166666666667,276.3333333333333,243.83333333333334,21.1,2.7000000000000006,10.9,39458.31,35305.07,0.0,17.42,1403.5704166666667,25.071250000000003,54.45416666666667,71.915,63.39041666666666,53.12416666666667,65.65416666666667,2.872916666666667,3.75
29,2020-12-26,14.65,53.0,3.233333333333333,12.529166666666667,0.004166666666666667,1017.6750000000001,785.9833333333332,9.208333333333334,1.5833333333333333,7.25,1.8333333333333333,6.033333333333334,9.104166666666666,229.625,215.04166666666666,23.399999999999995,6.900000000000001,14.6,39465.78,36626.42,1.0,19.47,1077.4341666666667,21.36666666666667,41.780833333333334,57.11666666666667,36.555416666666666,41.04875,55.34583333333333,4.25875,3.875
30,2020-12-27,14.308333333333332,48.916666666666664,0.6833333333333332,11.870833333333332,0.0,1016.375,784.7416666666667,0.0,0.0,0.0,0.0,5.816666666666666,7.754166666666666,227.33333333333334,181.70833333333334,22.3,6.8,14.300000000000002,39474.75,36636.18,0.0,20.13,942.1116666666667,20.309166666666666,32.08416666666667,46.85125,22.845416666666665,29.579583333333332,41.81458333333333,5.524583333333333,3.3333333333333335
31,2020-12-28,13.683333333333332,42.0,-2.5208333333333335,10.870833333333332,0.0,1018.2958333333332,785.7791666666667,0.0,0.0,0.0,0.0,5.4125000000000005,7.304166666666667,224.125,207.875,22.399999999999995,5.3,13.699999999999998,39485.23,36647.68,0.0,20.47,1244.7441666666666,13.39875,54.614583333333336,65.2175,65.16791666666667,35.165416666666665,45.461666666666666,6.0441666666666665,3.6666666666666665
32,2020-12-29,13.0625,52.25,-0.1708333333333334,10.566666666666666,0.0,1017.9916666666667,785.1125000000001,7.916666666666667,3.8333333333333335,0.0,0.0,5.445833333333333,7.5874999999999995,191.70833333333334,134.95833333333334,22.0,4.5,13.1,39497.18,36660.9,0.0,20.28,1741.2508333333333,24.059583333333336,72.54,93.9975,81.57916666666667,69.78708333333333,88.74291666666666,7.9675,4.541666666666667
33,2020-12-30,12.904166666666667,54.583333333333336,2.254166666666667,10.112499999999999,0.0,1013.9333333333334,781.8833333333333,0.0,0.0,0.0,0.0,8.916666666666666,10.704166666666666,188.79166666666666,136.54166666666666,22.899999999999995,4.9,12.9,39510.59,36675.81,0.0,20.07,1701.0570833333334,31.765416666666667,60.153333333333336,53.60833333333333,35.78791666666667,69.5725,95.83625,7.355416666666667,4.041666666666667
34,2020-12-31,13.316666666666668,45.25,0.3541666666666667,8.0375,0.0,1010.5208333333334,779.5708333333333,32.125,2.7083333333333335,0.4166666666666667,29.291666666666668,23.7375,34.8125,136.20833333333334,142.08333333333334,19.8,7.599999999999999,13.300000000000002,39525.44,36692.39,0.0,20.27,345.8866666666667,0.9629166666666666,11.744166666666667,58.77791666666667,13.837916666666667,7.102916666666666,10.224166666666667,1.3979166666666665,1.2083333333333333
35,2021-01-01,11.583333333333334,40.166666666666664,-4.620833333333334,7.708333333333333,0.0,1014.5916666666667,781.4,14.375,0.08333333333333333,0.041666666666666664,14.666666666666666,9.9,14.079166666666666,176.75,110.875,24.399999999999995,1.1,11.6,39541.7,36710.62,0.0,20.7,1047.115,19.414583333333333,40.321666666666665,45.30125,38.97166666666667,25.669166666666666,41.16625,9.047083333333333,3.0
36,2021-01-02,12.420833333333334,37.0,-4.754166666666666,8.754166666666666,0.0,1017.7166666666667,784.4250000000001,0.0,0.0,0.0,0.0,8.525,11.470833333333333,194.625,136.16666666666666,24.0,3.6,12.4,39559.36,36730.46,0.0,20.43,1363.795,33.10875,43.94375,60.49791666666667,44.74208333333333,39.193333333333335,59.57541666666666,10.543750000000001,3.75
37,2021-01-03,13.029166666666667,50.5,-0.29583333333333334,9.958333333333334,0.0,1018.4916666666667,785.4208333333332,13.083333333333334,8.958333333333334,0.0,0.0,8.525,11.420833333333334,211.66666666666666,111.75,24.3,3.0,13.0,39578.39,36751.89,0.0,20.2,1327.63375,30.019166666666667,44.32583333333333,55.32458333333333,33.150416666666665,40.4,60.598749999999995,8.456249999999999,3.875
38,2021-01-04,14.883333333333333,38.208333333333336,-0.7166666666666667,12.299999999999999,0.0,1017.875,786.2875,0.041666666666666664,0.0,0.041666666666666664,0.0,4.5874999999999995,6.420833333333333,243.04166666666666,243.04166666666666,23.0,6.599999999999999,14.9,39598.77,36774.9,0.0,20.27,2065.8570833333333,52.255833333333335,55.23374999999999,88.78291666666667,75.98625,71.83583333333333,96.14083333333333,11.785833333333334,4.625
